OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
30811,Neighborhood Profile Area,79,79,2020,12,Violent Crime,3
30812,Neighborhood Profile Area,304,304,2015,11,Violent Crime,3
30813,Neighborhood Profile Area,389,389,2021,02,Violent Crime,6
30814,Neighborhood Profile Area,384,384,2016,09,Violent Crime,2
30815,Neighborhood Profile Area,140,140,2019,09,Violent Crime,1
30816,Neighborhood Profile Area,306,306,2021,02,Violent Crime,4
30817,Neighborhood Profile Area,164,164,2015,05,Violent Crime,9
30818,Neighborhood Profile Area,358,358,2021,01,Violent Crime,2
30819,Neighborhood Profile Area,40,40,2021,01,Violent Crime,6
30820,Neighborhood Profile Area,340,340,2018,07,Violent Crime,6
30821,Neighborhood Profile Area,223,223,2017,04,Violent Crime,7
30822,Neighborhood Profile Area,66,66,2020,01,Violent Crime,1
30823,Neighborhood Profile Area,371,371,2016,10,Violent Crime,15
30824,Neighborhood Profile Area,248,248,2018,01,Violent Crime,3
30825,Neighborhood Profile Area,363,363,2015,06,Violent Crime,7
30826,Neighborhood Profile Area,157,157,2017,03,Violent Crime,5
30827,Neighborhood Profile Area,367,367,2018,10,Violent Crime,1
30828,Neighborhood Profile Area,367,367,2020,10,Violent Crime,4
30829,Neighborhood Profile Area,159,159,2019,06,Violent Crime,2
30830,Neighborhood Profile Area,166,166,2021,05,Violent Crime,3
30831,Neighborhood Profile Area,385,385,2020,08,Violent Crime,21
30832,Neighborhood Profile Area,221,221,2017,04,Violent Crime,2
30833,Neighborhood Profile Area,164,164,2021,09,Violent Crime,8
30834,Neighborhood Profile Area,370,370,2015,05,Violent Crime,8
30835,Neighborhood Profile Area,384,384,2015,01,Violent Crime,1
30836,Neighborhood Profile Area,164,164,2018,05,Violent Crime,15
30837,Neighborhood Profile Area,164,164,2021,08,Violent Crime,2
30838,Neighborhood Profile Area,121,121,2021,04,Violent Crime,1
30839,Neighborhood Profile Area,35,35,2016,03,Violent Crime,2
30840,Neighborhood Profile Area,312,312,2021,02,Violent Crime,1
30841,Neighborhood Profile Area,130,130,2015,06,Violent Crime,1
30842,Neighborhood Profile Area,178,178,2015,11,Violent Crime,2
30843,Neighborhood Profile Area,386,386,2018,08,Violent Crime,6
30844,Neighborhood Profile Area,16,16,2019,12,Violent Crime,4
30845,Neighborhood Profile Area,124,124,2017,05,Violent Crime,4
30846,Neighborhood Profile Area,363,363,2016,05,Violent Crime,17
30847,Neighborhood Profile Area,331,331,2015,10,Violent Crime,1
30848,Neighborhood Profile Area,331,331,2015,11,Violent Crime,4
30849,Neighborhood Profile Area,58,58,2016,12,Violent Crime,3
30850,Neighborhood Profile Area,52,52,2018,06,Violent Crime,3
30851,Neighborhood Profile Area,355,355,2021,11,Violent Crime,2
30852,Neighborhood Profile Area,254,254,2020,01,Violent Crime,2
30853,Neighborhood Profile Area,125,125,2017,09,Violent Crime,3
30854,Neighborhood Profile Area,192,192,2016,09,Violent Crime,14
30855,Neighborhood Profile Area,290,290,2017,09,Violent Crime,4
30856,Neighborhood Profile Area,221,221,2017,06,Violent Crime,5
30857,Neighborhood Profile Area,123,123,2019,10,Violent Crime,2
30858,Neighborhood Profile Area,123,123,2020,06,Violent Crime,7
30859,Neighborhood Profile Area,123,123,2020,07,Violent Crime,4
30860,Neighborhood Profile Area,280,280,2015,02,Violent Crime,1
30861,Neighborhood Profile Area,280,280,2017,06,Violent Crime,3
30862,Neighborhood Profile Area,30,30,2017,01,Violent Crime,2
30863,Neighborhood Profile Area,291,291,2016,04,Violent Crime,5
30864,Neighborhood Profile Area,226,226,2019,02,Violent Crime,1
30865,Neighborhood Profile Area,293,293,2021,04,Violent Crime,5
30866,Neighborhood Profile Area,341,341,2015,12,Violent Crime,7
30867,Neighborhood Profile Area,5,5,2019,08,Violent Crime,3
30868,Neighborhood Profile Area,363,363,2016,08,Violent Crime,5
30869,Neighborhood Profile Area,343,343,2018,03,Violent Crime,2
30870,Neighborhood Profile Area,343,343,2019,08,Violent Crime,3
30871,Neighborhood Profile Area,165,165,2020,03,Violent Crime,2
30872,Neighborhood Profile Area,59,59,2021,02,Violent Crime,4
30873,Neighborhood Profile Area,384,384,2016,12,Violent Crime,3
30874,Neighborhood Profile Area,278,278,2020,12,Violent Crime,2
30875,Neighborhood Profile Area,382,382,2019,06,Violent Crime,2
30876,Neighborhood Profile Area,363,363,2016,07,Violent Crime,4
30877,Neighborhood Profile Area,363,363,2018,06,Violent Crime,8
30878,Neighborhood Profile Area,234,234,2017,03,Violent Crime,2
30879,Neighborhood Profile Area,234,234,2017,06,Violent Crime,2
30880,Neighborhood Profile Area,234,234,2019,05,Violent Crime,1
30881,Neighborhood Profile Area,234,234,2020,04,Violent Crime,2
30882,Neighborhood Profile Area,234,234,2021,06,Violent Crime,4
30883,Neighborhood Profile Area,234,234,2022,03,Violent Crime,2
30884,Neighborhood Profile Area,66,66,2017,06,Violent Crime,1
30885,Neighborhood Profile Area,52,52,2015,01,Violent Crime,3
30886,Neighborhood Profile Area,52,52,2019,11,Violent Crime,3
30887,Neighborhood Profile Area,52,52,2019,12,Violent Crime,4
30888,Neighborhood Profile Area,52,52,2020,04,Violent Crime,3
30889,Neighborhood Profile Area,199,199,2016,03,Violent Crime,2
30890,Neighborhood Profile Area,199,199,2021,02,Violent Crime,2
30891,Neighborhood Profile Area,6,6,2017,01,Violent Crime,9
30892,Neighborhood Profile Area,6,6,2020,03,Violent Crime,13
30893,Neighborhood Profile Area,12,12,2015,08,Violent Crime,3
30894,Neighborhood Profile Area,199,199,2020,01,Violent Crime,3
30895,Neighborhood Profile Area,192,192,2015,11,Violent Crime,3
30896,Neighborhood Profile Area,135,135,2016,03,Violent Crime,1
30897,Neighborhood Profile Area,135,135,2019,02,Violent Crime,2
30898,Neighborhood Profile Area,316,316,2015,12,Violent Crime,6
30899,Neighborhood Profile Area,316,316,2020,12,Violent Crime,7
30900,Neighborhood Profile Area,134,134,2016,03,Violent Crime,1
30901,Neighborhood Profile Area,164,164,2019,05,Violent Crime,7
30902,Neighborhood Profile Area,164,164,2021,03,Violent Crime,4
30903,Neighborhood Profile Area,90,90,2015,11,Violent Crime,4
30904,Neighborhood Profile Area,164,164,2015,11,Violent Crime,8
30905,Neighborhood Profile Area,160,160,2018,06,Violent Crime,1
30906,Neighborhood Profile Area,60,60,2016,07,Violent Crime,3
30907,Neighborhood Profile Area,37,37,2017,05,Violent Crime,3
30908,Neighborhood Profile Area,370,370,2016,10,Violent Crime,1
30909,Neighborhood Profile Area,102,102,2018,08,Violent Crime,1
30910,Neighborhood Profile Area,339,339,2015,06,Violent Crime,1
30911,Neighborhood Profile Area,339,339,2016,10,Violent Crime,2
30912,Neighborhood Profile Area,339,339,2018,12,Violent Crime,1
30913,Neighborhood Profile Area,374,374,2021,01,Violent Crime,8
30914,Neighborhood Profile Area,374,374,2020,12,Violent Crime,11
30915,Neighborhood Profile Area,60,60,2015,10,Violent Crime,13
30916,Neighborhood Profile Area,60,60,2016,08,Violent Crime,5
30917,Neighborhood Profile Area,60,60,2017,01,Violent Crime,9
30918,Neighborhood Profile Area,60,60,2019,01,Violent Crime,2
30919,Neighborhood Profile Area,60,60,2019,06,Violent Crime,6
30920,Neighborhood Profile Area,60,60,2019,10,Violent Crime,10
30921,Neighborhood Profile Area,60,60,2022,01,Violent Crime,3
30922,Neighborhood Profile Area,135,135,2016,04,Violent Crime,4
30923,Neighborhood Profile Area,135,135,2016,09,Violent Crime,2
30924,Neighborhood Profile Area,121,121,2021,01,Violent Crime,4
30925,Neighborhood Profile Area,340,340,2019,01,Violent Crime,4
30926,Neighborhood Profile Area,174,174,2016,05,Violent Crime,1
30927,Neighborhood Profile Area,209,209,2018,08,Violent Crime,6
30928,Neighborhood Profile Area,340,340,2016,07,Violent Crime,2
30929,Neighborhood Profile Area,340,340,2019,09,Violent Crime,7
30930,Neighborhood Profile Area,385,385,2016,07,Violent Crime,12
30931,Neighborhood Profile Area,6,6,2018,10,Violent Crime,3
30932,Neighborhood Profile Area,125,125,2021,08,Violent Crime,2
30933,Neighborhood Profile Area,112,112,2022,02,Violent Crime,1
30934,Neighborhood Profile Area,202,202,2020,11,Violent Crime,4
30935,Neighborhood Profile Area,92,92,2021,06,Violent Crime,1
30936,Neighborhood Profile Area,30,30,2017,12,Violent Crime,5
30937,Neighborhood Profile Area,290,290,2020,10,Violent Crime,8
30938,Neighborhood Profile Area,124,124,2021,08,Violent Crime,4
30939,Neighborhood Profile Area,137,137,2020,06,Violent Crime,3
30940,Neighborhood Profile Area,247,247,2018,09,Violent Crime,3
30941,Neighborhood Profile Area,101,101,2016,09,Violent Crime,3
30942,Neighborhood Profile Area,249,249,2017,02,Violent Crime,3
30943,Neighborhood Profile Area,371,371,2018,01,Violent Crime,8
30944,Neighborhood Profile Area,341,341,2015,05,Violent Crime,7
30945,Neighborhood Profile Area,341,341,2019,10,Violent Crime,5
30946,Neighborhood Profile Area,371,371,2018,02,Violent Crime,18
30947,Neighborhood Profile Area,300,300,2020,10,Violent Crime,2
30948,Neighborhood Profile Area,300,300,2021,11,Violent Crime,1
30949,Neighborhood Profile Area,260,260,2022,02,Violent Crime,4
30950,Neighborhood Profile Area,393,393,2016,09,Violent Crime,4
30951,Neighborhood Profile Area,393,393,2020,09,Violent Crime,6
30952,Neighborhood Profile Area,182,182,2017,03,Violent Crime,2
30953,Neighborhood Profile Area,182,182,2019,02,Violent Crime,3
30954,Neighborhood Profile Area,182,182,2019,04,Violent Crime,6
30955,Neighborhood Profile Area,182,182,2020,02,Violent Crime,1
30956,Neighborhood Profile Area,182,182,2020,03,Violent Crime,7
30957,Neighborhood Profile Area,16,16,2019,11,Violent Crime,4
30958,Neighborhood Profile Area,16,16,2020,12,Violent Crime,5
30959,Neighborhood Profile Area,101,101,2017,02,Violent Crime,1
30960,Neighborhood Profile Area,281,281,2020,08,Violent Crime,2
30961,Neighborhood Profile Area,316,316,2021,05,Violent Crime,5
30962,Neighborhood Profile Area,331,331,2018,07,Violent Crime,5
30963,Neighborhood Profile Area,331,331,2020,12,Violent Crime,4
30964,Neighborhood Profile Area,17,17,2018,09,Violent Crime,7
30965,Neighborhood Profile Area,146,146,2019,05,Violent Crime,2
30966,Neighborhood Profile Area,66,66,2018,08,Violent Crime,1
30967,Neighborhood Profile Area,69,69,2019,08,Violent Crime,1
30968,Neighborhood Profile Area,90,90,2019,05,Violent Crime,4
30969,Neighborhood Profile Area,6,6,2018,02,Violent Crime,4
30970,Neighborhood Profile Area,306,306,2020,07,Violent Crime,1
30971,Neighborhood Profile Area,258,258,2018,12,Violent Crime,1
30972,Neighborhood Profile Area,71,71,2020,01,Violent Crime,2
30973,Neighborhood Profile Area,138,138,2016,10,Violent Crime,7
30974,Neighborhood Profile Area,164,164,2019,08,Violent Crime,5
30975,Neighborhood Profile Area,287,287,2020,01,Violent Crime,2
30976,Neighborhood Profile Area,287,287,2016,12,Violent Crime,2
30977,Neighborhood Profile Area,383,383,2018,07,Violent Crime,3
30978,Neighborhood Profile Area,383,383,2021,12,Violent Crime,1
30979,Neighborhood Profile Area,46,46,2015,12,Violent Crime,2
30980,Neighborhood Profile Area,363,363,2015,02,Violent Crime,5
30981,Neighborhood Profile Area,321,321,2015,11,Violent Crime,2
30982,Neighborhood Profile Area,207,207,2019,10,Violent Crime,1
30983,Neighborhood Profile Area,52,52,2018,11,Violent Crime,2
30984,Neighborhood Profile Area,388,388,2017,12,Violent Crime,1
30985,Neighborhood Profile Area,333,333,2017,07,Violent Crime,3
30986,Neighborhood Profile Area,146,146,2016,03,Violent Crime,4
30987,Neighborhood Profile Area,312,312,2020,12,Violent Crime,4
30988,Neighborhood Profile Area,120,120,2016,07,Violent Crime,6
30989,Neighborhood Profile Area,295,295,2018,07,Violent Crime,6
30990,Neighborhood Profile Area,346,346,2020,05,Violent Crime,3
30991,Neighborhood Profile Area,10,10,2018,12,Violent Crime,4
30992,Neighborhood Profile Area,10,10,2021,03,Violent Crime,5
30993,Neighborhood Profile Area,385,385,2017,03,Violent Crime,5
30994,Neighborhood Profile Area,316,316,2016,06,Violent Crime,2
30995,Neighborhood Profile Area,120,120,2020,11,Violent Crime,1
30996,Neighborhood Profile Area,106,106,2018,12,Violent Crime,2
30997,Neighborhood Profile Area,238,238,2017,09,Violent Crime,2
30998,Neighborhood Profile Area,290,290,2021,07,Violent Crime,7
30999,Neighborhood Profile Area,383,383,2017,03,Violent Crime,4
31000,Neighborhood Profile Area,326,326,2018,04,Violent Crime,1
31001,Neighborhood Profile Area,331,331,2019,03,Violent Crime,3
31002,Neighborhood Profile Area,88,88,2018,11,Violent Crime,1
31003,Neighborhood Profile Area,158,158,2015,09,Violent Crime,7
31004,Neighborhood Profile Area,294,294,2017,09,Violent Crime,2
31005,Neighborhood Profile Area,294,294,2018,04,Violent Crime,4
31006,Neighborhood Profile Area,294,294,2019,05,Violent Crime,1
31007,Neighborhood Profile Area,294,294,2020,05,Violent Crime,9
31008,Neighborhood Profile Area,294,294,2022,01,Violent Crime,3
31009,Neighborhood Profile Area,128,128,2018,06,Violent Crime,4
31010,Neighborhood Profile Area,348,348,2015,05,Violent Crime,6
31011,Neighborhood Profile Area,307,307,2020,02,Violent Crime,2
31012,Neighborhood Profile Area,141,141,2015,12,Violent Crime,2
31013,Neighborhood Profile Area,141,141,2019,11,Violent Crime,3
31014,Neighborhood Profile Area,314,314,2017,08,Violent Crime,1
31015,Neighborhood Profile Area,16,16,2016,03,Violent Crime,5
31016,Neighborhood Profile Area,360,360,2015,03,Violent Crime,16
31017,Neighborhood Profile Area,361,361,2017,10,Violent Crime,10
31018,Neighborhood Profile Area,361,361,2018,05,Violent Crime,1
31019,Neighborhood Profile Area,361,361,2019,02,Violent Crime,9
31020,Neighborhood Profile Area,320,320,2021,02,Violent Crime,1
31021,Neighborhood Profile Area,6,6,2018,09,Violent Crime,5
31022,Neighborhood Profile Area,247,247,2020,10,Violent Crime,6
31023,Neighborhood Profile Area,290,290,2017,08,Violent Crime,4
31024,Neighborhood Profile Area,371,371,2019,02,Violent Crime,9
31025,Neighborhood Profile Area,384,384,2016,11,Violent Crime,1
31026,Neighborhood Profile Area,384,384,2017,10,Violent Crime,2
31027,Neighborhood Profile Area,384,384,2019,07,Violent Crime,4
31028,Neighborhood Profile Area,10,10,2019,09,Violent Crime,5
31029,Neighborhood Profile Area,290,290,2018,12,Violent Crime,2
31030,Neighborhood Profile Area,221,221,2016,07,Violent Crime,4
31031,Neighborhood Profile Area,70,70,2017,03,Violent Crime,3
31032,Neighborhood Profile Area,374,374,2021,11,Violent Crime,6
31033,Neighborhood Profile Area,315,315,2018,08,Violent Crime,1
31034,Neighborhood Profile Area,141,141,2018,09,Violent Crime,2
31035,Neighborhood Profile Area,141,141,2020,11,Violent Crime,5
31036,Neighborhood Profile Area,86,86,2018,09,Violent Crime,1
31037,Neighborhood Profile Area,86,86,2019,03,Violent Crime,2
31038,Neighborhood Profile Area,86,86,2021,08,Violent Crime,1
31039,Neighborhood Profile Area,383,383,2015,12,Violent Crime,5
31040,Neighborhood Profile Area,10,10,2019,04,Violent Crime,5
31041,Neighborhood Profile Area,101,101,2018,07,Violent Crime,2
31042,Neighborhood Profile Area,339,339,2015,07,Violent Crime,2
31043,Neighborhood Profile Area,138,138,2021,12,Violent Crime,4
31044,Neighborhood Profile Area,141,141,2018,01,Violent Crime,2
31045,Neighborhood Profile Area,221,221,2019,09,Violent Crime,9
31046,Neighborhood Profile Area,389,389,2017,02,Violent Crime,7
31047,Neighborhood Profile Area,278,278,2015,02,Violent Crime,1
31048,Neighborhood Profile Area,61,61,2016,05,Violent Crime,5
31049,Neighborhood Profile Area,10,10,2016,09,Violent Crime,10
31050,Neighborhood Profile Area,6,6,2017,05,Violent Crime,3
31051,Neighborhood Profile Area,424,424,2016,07,Violent Crime,1
31052,Neighborhood Profile Area,166,166,2017,11,Violent Crime,1
31053,Neighborhood Profile Area,374,374,2016,01,Violent Crime,11
31054,Neighborhood Profile Area,78,78,2020,05,Violent Crime,1
31055,Neighborhood Profile Area,156,156,2016,06,Violent Crime,6
31056,Neighborhood Profile Area,386,386,2015,06,Violent Crime,2
31057,Neighborhood Profile Area,386,386,2017,10,Violent Crime,4
31058,Neighborhood Profile Area,386,386,2018,02,Violent Crime,2
31059,Neighborhood Profile Area,387,387,2015,03,Violent Crime,2
31060,Neighborhood Profile Area,387,387,2015,05,Violent Crime,12
31061,Neighborhood Profile Area,71,71,2017,03,Violent Crime,2
31062,Neighborhood Profile Area,10,10,2017,07,Violent Crime,6
31063,Neighborhood Profile Area,315,315,2017,06,Violent Crime,3
31064,Neighborhood Profile Area,119,119,2016,09,Violent Crime,3
31065,Neighborhood Profile Area,363,363,2020,06,Violent Crime,15
31066,Neighborhood Profile Area,246,246,2019,12,Violent Crime,1
31067,Neighborhood Profile Area,246,246,2020,01,Violent Crime,4
31068,Neighborhood Profile Area,237,237,2017,11,Violent Crime,1
31069,Neighborhood Profile Area,259,259,2018,02,Violent Crime,1
31070,Neighborhood Profile Area,259,259,2019,01,Violent Crime,6
31071,Neighborhood Profile Area,234,234,2018,06,Violent Crime,6
31072,Neighborhood Profile Area,234,234,2021,10,Violent Crime,2
31073,Neighborhood Profile Area,70,70,2017,02,Violent Crime,3
31074,Neighborhood Profile Area,340,340,2020,12,Violent Crime,4
31075,Neighborhood Profile Area,340,340,2022,01,Violent Crime,3
31076,Neighborhood Profile Area,340,340,2022,02,Violent Crime,3
31077,Neighborhood Profile Area,340,340,2016,03,Violent Crime,8
31078,Neighborhood Profile Area,16,16,2018,07,Violent Crime,1
31079,Neighborhood Profile Area,90,90,2018,05,Violent Crime,2
31080,Neighborhood Profile Area,90,90,2019,01,Violent Crime,2
31081,Neighborhood Profile Area,90,90,2021,10,Violent Crime,2
31082,Neighborhood Profile Area,3,3,2015,10,Violent Crime,3
31083,Neighborhood Profile Area,3,3,2015,12,Violent Crime,5
31084,Neighborhood Profile Area,3,3,2018,12,Violent Crime,4
31085,Neighborhood Profile Area,134,134,2015,12,Violent Crime,10
31086,Neighborhood Profile Area,294,294,2017,11,Violent Crime,2
31087,Neighborhood Profile Area,294,294,2020,03,Violent Crime,1
31088,Neighborhood Profile Area,294,294,2021,01,Violent Crime,2
31089,Neighborhood Profile Area,160,160,2015,01,Violent Crime,5
31090,Neighborhood Profile Area,61,61,2016,03,Violent Crime,2
31091,Neighborhood Profile Area,61,61,2020,09,Violent Crime,11
31092,Neighborhood Profile Area,314,314,2015,09,Violent Crime,1
31093,Neighborhood Profile Area,374,374,2015,11,Violent Crime,2
31094,Neighborhood Profile Area,374,374,2018,06,Violent Crime,5
31095,Neighborhood Profile Area,54,54,2015,09,Violent Crime,3
31096,Neighborhood Profile Area,363,363,2020,05,Violent Crime,10
31097,Neighborhood Profile Area,90,90,2016,06,Violent Crime,3
31098,Neighborhood Profile Area,58,58,2021,09,Violent Crime,1
31099,Neighborhood Profile Area,16,16,2018,03,Violent Crime,5
31100,Neighborhood Profile Area,113,113,2015,09,Violent Crime,7
31101,Neighborhood Profile Area,113,113,2020,02,Violent Crime,7
31102,Neighborhood Profile Area,128,128,2016,03,Violent Crime,4
31103,Neighborhood Profile Area,38,38,2016,08,Violent Crime,2
31104,Neighborhood Profile Area,18,18,2018,05,Violent Crime,2
31105,Neighborhood Profile Area,18,18,2018,10,Violent Crime,1
31106,Neighborhood Profile Area,371,371,2021,07,Violent Crime,17
31107,Neighborhood Profile Area,53,53,2017,10,Violent Crime,4
31108,Neighborhood Profile Area,53,53,2020,10,Violent Crime,13
31109,Neighborhood Profile Area,49,49,2015,03,Violent Crime,2
31110,Neighborhood Profile Area,321,321,2015,02,Violent Crime,3
31111,Neighborhood Profile Area,331,331,2017,01,Violent Crime,5
31112,Neighborhood Profile Area,363,363,2019,05,Violent Crime,3
31113,Neighborhood Profile Area,109,109,2015,06,Violent Crime,1
31114,Neighborhood Profile Area,299,299,2015,01,Violent Crime,2
31115,Neighborhood Profile Area,27,27,2017,01,Violent Crime,5
31116,Neighborhood Profile Area,27,27,2017,09,Violent Crime,6
31117,Neighborhood Profile Area,52,52,2019,01,Violent Crime,1
31118,Neighborhood Profile Area,86,86,2017,04,Violent Crime,5
31119,Neighborhood Profile Area,234,234,2021,01,Violent Crime,3
31120,Neighborhood Profile Area,100,100,2015,12,Violent Crime,2
31121,Neighborhood Profile Area,100,100,2017,07,Violent Crime,5
31122,Neighborhood Profile Area,100,100,2019,04,Violent Crime,3
31123,Neighborhood Profile Area,220,220,2015,10,Violent Crime,1
31124,Neighborhood Profile Area,249,249,2018,01,Violent Crime,2
31125,Neighborhood Profile Area,341,341,2015,10,Violent Crime,2
31126,Neighborhood Profile Area,13,13,2020,09,Violent Crime,4
31127,Neighborhood Profile Area,120,120,2018,03,Violent Crime,2
31128,Neighborhood Profile Area,30,30,2021,04,Violent Crime,7
31129,Neighborhood Profile Area,90,90,2017,11,Violent Crime,3
31130,Neighborhood Profile Area,369,369,2015,02,Violent Crime,5
31131,Neighborhood Profile Area,3,3,2018,09,Violent Crime,4
31132,Neighborhood Profile Area,307,307,2020,05,Violent Crime,5
31133,Neighborhood Profile Area,292,292,2016,04,Violent Crime,4
31134,Neighborhood Profile Area,387,387,2017,11,Violent Crime,4
31135,Neighborhood Profile Area,119,119,2018,06,Violent Crime,1
31136,Neighborhood Profile Area,37,37,2015,06,Violent Crime,3
31137,Neighborhood Profile Area,38,38,2019,11,Violent Crime,1
31138,Neighborhood Profile Area,21,21,2021,02,Violent Crime,3
31139,Neighborhood Profile Area,370,370,2018,04,Violent Crime,6
31140,Neighborhood Profile Area,370,370,2020,12,Violent Crime,4
31141,Neighborhood Profile Area,290,290,2015,04,Violent Crime,3
31142,Neighborhood Profile Area,34,34,2020,09,Violent Crime,4
31143,Neighborhood Profile Area,384,384,2018,03,Violent Crime,1
31144,Neighborhood Profile Area,327,327,2021,07,Violent Crime,5
31145,Neighborhood Profile Area,212,212,2018,09,Violent Crime,28
31146,Neighborhood Profile Area,16,16,2020,02,Violent Crime,3
31147,Neighborhood Profile Area,16,16,2020,07,Violent Crime,2
31148,Neighborhood Profile Area,16,16,2020,09,Violent Crime,4
31149,Neighborhood Profile Area,249,249,2021,08,Violent Crime,4
31150,Neighborhood Profile Area,17,17,2015,04,Violent Crime,1
31151,Neighborhood Profile Area,17,17,2016,05,Violent Crime,2
31152,Neighborhood Profile Area,366,366,2018,02,Violent Crime,1
31153,Neighborhood Profile Area,247,247,2019,04,Violent Crime,1
31154,Neighborhood Profile Area,86,86,2017,07,Violent Crime,3
31155,Neighborhood Profile Area,51,51,2018,03,Violent Crime,1
31156,Neighborhood Profile Area,51,51,2021,05,Violent Crime,2
31157,Neighborhood Profile Area,70,70,2018,08,Violent Crime,2
31158,Neighborhood Profile Area,290,290,2015,07,Violent Crime,2
31159,Neighborhood Profile Area,290,290,2022,01,Violent Crime,7
31160,Neighborhood Profile Area,197,197,2016,12,Violent Crime,14
31161,Neighborhood Profile Area,182,182,2016,10,Violent Crime,13
31162,Neighborhood Profile Area,223,223,2017,09,Violent Crime,13
31163,Neighborhood Profile Area,223,223,2020,12,Violent Crime,1
31164,Neighborhood Profile Area,223,223,2021,03,Violent Crime,1
31165,Neighborhood Profile Area,88,88,2022,03,Violent Crime,1
31166,Neighborhood Profile Area,6,6,2018,04,Violent Crime,6
31167,Neighborhood Profile Area,387,387,2017,12,Violent Crime,11
31168,Neighborhood Profile Area,387,387,2021,04,Violent Crime,3
31169,Neighborhood Profile Area,46,46,2020,10,Violent Crime,3
31170,Neighborhood Profile Area,387,387,2015,04,Violent Crime,9
31171,Neighborhood Profile Area,388,388,2021,11,Violent Crime,2
31172,Neighborhood Profile Area,225,225,2018,01,Violent Crime,2
31173,Neighborhood Profile Area,91,91,2019,07,Violent Crime,1
31174,Neighborhood Profile Area,77,77,2021,11,Violent Crime,2
31175,Neighborhood Profile Area,158,158,2019,12,Violent Crime,2
31176,Neighborhood Profile Area,72,72,2019,05,Violent Crime,1
31177,Neighborhood Profile Area,382,382,2016,02,Violent Crime,2
31178,Neighborhood Profile Area,382,382,2015,12,Violent Crime,10
31179,Neighborhood Profile Area,142,142,2020,12,Violent Crime,4
31180,Neighborhood Profile Area,18,18,2021,01,Violent Crime,3
31181,Neighborhood Profile Area,106,106,2018,10,Violent Crime,1
31182,Neighborhood Profile Area,106,106,2020,04,Violent Crime,2
31183,Neighborhood Profile Area,260,260,2020,06,Violent Crime,6
31184,Neighborhood Profile Area,70,70,2016,11,Violent Crime,1
31185,Neighborhood Profile Area,327,327,2021,03,Violent Crime,2
31186,Neighborhood Profile Area,238,238,2017,03,Violent Crime,2
31187,Neighborhood Profile Area,362,362,2020,08,Violent Crime,3
31188,Neighborhood Profile Area,382,382,2020,07,Violent Crime,11
31189,Neighborhood Profile Area,369,369,2020,01,Violent Crime,2
31190,Neighborhood Profile Area,304,304,2020,07,Violent Crime,1
31191,Neighborhood Profile Area,304,304,2021,08,Violent Crime,2
31192,Neighborhood Profile Area,393,393,2015,06,Violent Crime,1
31193,Neighborhood Profile Area,393,393,2018,01,Violent Crime,3
31194,Neighborhood Profile Area,147,147,2016,07,Violent Crime,2
31195,Neighborhood Profile Area,125,125,2021,10,Violent Crime,2
31196,Neighborhood Profile Area,141,141,2016,01,Violent Crime,5
31197,Neighborhood Profile Area,393,393,2018,08,Violent Crime,3
31198,Neighborhood Profile Area,388,388,2015,04,Violent Crime,6
31199,Neighborhood Profile Area,196,196,2015,05,Violent Crime,4
31200,Neighborhood Profile Area,196,196,2016,12,Violent Crime,2
31201,Neighborhood Profile Area,196,196,2019,04,Violent Crime,6
31202,Neighborhood Profile Area,363,363,2017,09,Violent Crime,1
31203,Neighborhood Profile Area,304,304,2021,01,Violent Crime,1
31204,Neighborhood Profile Area,253,253,2018,01,Violent Crime,1
31205,Neighborhood Profile Area,13,13,2018,07,Violent Crime,7
31206,Neighborhood Profile Area,85,85,2021,09,Violent Crime,3
31207,Neighborhood Profile Area,106,106,2019,07,Violent Crime,4
31208,Neighborhood Profile Area,30,30,2015,12,Violent Crime,3
31209,Neighborhood Profile Area,158,158,2016,11,Violent Crime,2
31210,Neighborhood Profile Area,158,158,2021,07,Violent Crime,10
31211,Neighborhood Profile Area,369,369,2021,02,Violent Crime,5
31212,Neighborhood Profile Area,6,6,2017,07,Violent Crime,3
31213,Neighborhood Profile Area,53,53,2021,04,Violent Crime,3
31214,Neighborhood Profile Area,387,387,2018,01,Violent Crime,10
31215,Neighborhood Profile Area,141,141,2016,12,Violent Crime,1
31216,Neighborhood Profile Area,185,185,2015,04,Violent Crime,3
31217,Neighborhood Profile Area,71,71,2018,03,Violent Crime,11
31218,Neighborhood Profile Area,82,82,2020,05,Violent Crime,7
31219,Neighborhood Profile Area,21,21,2016,06,Violent Crime,3
31220,Neighborhood Profile Area,197,197,2020,01,Violent Crime,2
31221,Neighborhood Profile Area,219,219,2021,12,Violent Crime,4
31222,Neighborhood Profile Area,119,119,2020,11,Violent Crime,1
31223,Neighborhood Profile Area,385,385,2020,07,Violent Crime,14
31224,Neighborhood Profile Area,116,116,2015,09,Violent Crime,3
31225,Neighborhood Profile Area,221,221,2019,11,Violent Crime,7
31226,Neighborhood Profile Area,120,120,2019,11,Violent Crime,3
31227,Neighborhood Profile Area,71,71,2022,02,Violent Crime,10
31228,Neighborhood Profile Area,174,174,2015,01,Violent Crime,1
31229,Neighborhood Profile Area,396,396,2016,05,Violent Crime,1
31230,Neighborhood Profile Area,338,338,2018,12,Violent Crime,1
31231,Neighborhood Profile Area,34,34,2020,03,Violent Crime,2
